# generated by tools/extract_ug835.py -- do not edit
# name	categories	summary	syntax
set_disable_timing	SDC, XDC, Timing	Disable timing arcs.	set_disable_timing [-from <arg>] [-to <arg>] [-quiet] [-verbose] <objects>
set_external_delay	XDC, Timing	Set external delay.	set_external_delay -from <args> -to <args> [-min] [-max] [-add] [-quiet] [-verbose] <delay_value>
set_false_path	SDC, XDC	Define false path.	set_false_path [-setup] [-hold] [-rise] [-fall] [-reset_path] [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-through <args>] [-rise_through <args>] [-fall_through <args>] [-quiet] [-verbose]
set_hierarchy_separator	SDC, XDC	Set hierarchical separator character.	set_hierarchy_separator [-quiet] [-verbose] [<separator>]
set_hw_sysmon_reg	Hardware	Set the system monitor register value.	set_hw_sysmon_reg [-quiet] [-verbose] <hw_sysmon> <hexaddress> <hexdata>
set_input_delay	SDC, XDC	Set input delay on ports.	set_input_delay [-clock <args>] [-reference_pin <args>] [-clock_fall] [-rise] [-fall] [-max] [-min] [-add_delay] [-network_latency_included] [-source_latency_included] [-quiet] [-verbose] <delay> <objects>
set_input_jitter	XDC	Set input jitter for a clock object.	set_input_jitter [-quiet] [-verbose] <clock> <input_jitter>
set_load	SDC, XDC	Set capacitance on output ports and output pins.	set_load [-rise] [-fall] [-max] [-min] [-quiet] [-verbose] <capacitance> <objects>
set_logic_dc	SDC, XDC	Sets logic dc for input ports and input pins.	set_logic_dc [-quiet] [-verbose] <objects>
set_logic_one	SDC, XDC	Sets logic one for input ports and input pins.	set_logic_one [-quiet] [-verbose] <objects>
set_logic_unconnected	XDC	Sets logic unconnected for output ports and output pins.	set_logic_unconnected [-quiet] [-verbose] <objects>
set_logic_zero	SDC, XDC	Sets logic zero for input ports and input pins.	set_logic_zero [-quiet] [-verbose] <objects>
set_max_delay	SDC, XDC	Specify maximum delay for timing paths.	set_max_delay [-rise] [-fall] [-reset_path] [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-through <args>] [-rise_through <args>] [-fall_through <args>] [-datapath_only] [-quiet] [-verbose] <delay>
set_max_time_borrow	SDC, XDC	Limit time borrowing for latches.	set_max_time_borrow [-quiet] [-verbose] <delay> <objects>
set_min_delay	SDC, XDC	Specify minimum delay for timing paths.	set_min_delay [-rise] [-fall] [-reset_path] [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-through <args>] [-rise_through <args>] [-fall_through <args>] [-quiet] [-verbose] <delay>
set_msg_config	Report	Configure how the Vivado tool will display and manage specific messages, based on message ID, string, or severity.	set_msg_config [-id <arg>] [-string <args>] [-severity <arg>] -limit <arg> [-new_severity <arg>] [-suppress] [-regexp] [-quiet] [-verbose]
set_multicycle_path	SDC, XDC	Define multicycle path.	set_multicycle_path [-setup] [-hold] [-rise] [-fall] [-start] [-end] [-reset_path] [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-through <args>] [-rise_through <args>] [-fall_through <args>] [-quiet] [-verbose] <path_multiplier>
set_noc_phase	NOC	Add/modify a phase to all traffic paths within the provided phase group.	set_noc_phase [-phase_group <arg>] [-phase <arg>] [-master_instance <arg>] [-slave_instance <arg>] [-read_bandwidth <arg>] [-write_bandwidth <arg>] [-read_burst_len <arg>] [-write_burst_len <arg>] [-mode <arg>] [-port <arg>] [-quiet] [-verbose]
set_operating_conditions	SDC, XDC, Power	Set operating conditions for power estimation.	set_operating_conditions [-voltage <args>] [-grade <arg>] [-process <arg>] [-junction_temp <arg>] [-ambient_temp <arg>] [-thetaja <arg>] [-thetasa <arg>] [-airflow <arg>] [-heatsink <arg>] [-thetajb <arg>] [-board <arg>] [-board_temp <arg>] [-board_layers <arg>] [-design_power_budget <arg>] [-supply_current_budget <args>] [-quiet] [-verbose]
set_output_delay	SDC, XDC	Set output delay on ports.	set_output_delay [-clock <args>] [-reference_pin <args>] [-clock_fall] [-rise] [-fall] [-max] [-min] [-add_delay] [-network_latency_included] [-source_latency_included] [-quiet] [-verbose] <delay> <objects>
set_package_pin_val	XDC, PinPlanning	Set user columns on one or more package pins.	set_package_pin_val [-quiet] [-verbose] <column> <value> <package_pins>...
set_param	PropertyAndParameter	Set a parameter value.	set_param [-quiet] [-verbose] <name> <value>
set_part	Project, PropertyAndParameter	Sets the part on the current project. If no project is open, then a diskless project is created.	set_part [-quiet] [-verbose] <part>
set_power_opt	Power, XDC	Set constraints for power optimization.	set_power_opt [-include_cells <args>] [-exclude_cells <args>] [-clocks <args>] [-cell_types <args>] [-quiet] [-verbose]
set_propagated_clock	SDC, XDC	Specify propagated clock latency.	set_propagated_clock [-quiet] [-verbose] <objects>
set_property	Object, PropertyAndParameter, XDC	Set property on object(s).	set_property [-dict <args>] [-quiet] [-verbose] <name> <value> <objects>...
set_switching_activity	XDC, Power	Set switching activity on specified objects or default types.	set_switching_activity [-toggle_rate <arg>] [-default_toggle_rate <arg>] [-type <args>] [-all] [-static_probability <arg>] [-default_static_probability <arg>] [-signal_rate <arg>] [-hier] [-deassert_resets] [-quiet] [-verbose] [<objects>...]
set_system_jitter	XDC	Set system jitter.	set_system_jitter [-quiet] [-verbose] <system_jitter>
set_units	SDC, XDC	Set units for checking.	set_units [-capacitance <arg>] [-current <arg>] [-voltage <arg>] [-power <arg>] [-resistance <arg>] [-altitude <arg>] [-quiet] [-verbose]
set_value		Set the current value of an HDL object (variable, signal, wire, or reg) to a specified value.	set_value [-radix <arg>] [-quiet] [-verbose] <hdl_object> <value>
setup_pr_configurations	Partition	Creates minimum PR Configurations and Child Impl runs automatically based on the combination of Partition Instances and RMs.	setup_pr_configurations [-partitions <args>] [-use_netlist] [-force] [-run <arg>] [-dfx_mode <arg>] [-quiet] [-verbose]
show_objects	GUIControl	Show objects in Find Results view.	show_objects [-name <arg>] [-quiet] [-verbose] <objects>
show_schematic	GUIControl	Show netlist items in schematic view.	show_schematic [-add] [-remove] [-regenerate] [-pin_pairs] [-name <arg>] [-quiet] [-verbose] <objects>
split_diff_pair_ports	PinPlanning	Remove differential pair relationship between 2 ports.	split_diff_pair_ports [-quiet] [-verbose] <ports>...
start_gui	GUIControl	Start GUI.	start_gui [-verbose]
start_vcd		Start capturing VCD output (equivalent of $dumpon verilog system task). This can be used after a stop_vcd TCL command has stopped VCD generation started by open_vcd.	start_vcd [-ports] [-file <arg>] [-quiet] [-verbose]
startgroup	GUIControl	Start a set of commands that can be undone/redone as a group.	startgroup [-try] [-quiet] [-verbose]
step		Step simulation to the next statement.	step [-quiet] [-verbose]
stop		Use within a condition to tell simulation to stop when a condition is true.	stop [-quiet] [-verbose]
stop_gui	GUIControl	Close GUI.	stop_gui [-verbose]
stop_hw_hbm_amon	Hardware	Disable Activity Monitor runs for the specified hardware HBM(s).	stop_hw_hbm_amon [-quiet] [-verbose] <hw_objects>
stop_hw_sio_scan	Hardware	Stop hardware SIO scans.	stop_hw_sio_scan [-quiet] [-verbose] <hw_sio_scans>
stop_hw_sio_sweep	Hardware	Stop hardware SIO sweeps.	stop_hw_sio_sweep [-quiet] [-verbose] <hw_sio_sweeps>
stop_vcd		Stop capturing VCD output (equivalent of $dumpoff verilog system task). The start_vcd TCL command can be used to resume capturing VCD.	stop_vcd [-ports] [-file <arg>] [-quiet] [-verbose]
swap_locs	Floorplan	Swap two locations.	swap_locs [-quiet] [-verbose] <aloc> <bloc>
synth_design	Tools	Synthesize a design using Vivado Synthesis and open that design.	synth_design [-name <arg>] [-part <arg>] [-constrset <arg>] [-top <arg>] [-include_dirs <args>] [-generic <args>] [-define <args>] [-verilog_define <args>] [-vhdl_define <args>] [-flatten_hierarchy <arg>] [-gated_clock_conversion <arg>] [-directive <arg>] [-rtl] [-lint] [-file <arg>] [-bufg <arg>] [-no_lc] [-lut_cascade] [-shreg_min_size <arg>] [-mode <arg>] [-fsm_extraction <arg>] [-rtl_skip_mlo] [-rtl_skip_ip] [-rtl_skip_constraints] [-srl_style <arg>] [-keep_equivalent_registers] [-resource_sharing <arg>] [-cascade_dsp <arg>] [-control_set_opt_threshold <arg>] [-incremental_mode <arg>] [-max_bram <arg>] [-max_uram <arg>] [-max_dsp <arg>] [-max_bram_cascade_height <arg>] [-max_uram_cascade_height <arg>] [-global_retiming <arg>] [-no_srlextract] [-assert] [-no_timing_driven] [-sfcu] [-debug_log] [-quiet] [-verbose]
synth_ip	Project, IPFlow	Generate a synthesis netlist for an IP.	synth_ip [-force] [-quiet] [-verbose] <objects>
tandem_verify		TCL task to verify Tandem Stage-1 PDIs.	tandem_verify -reference_dcp <arg> -untrusted_dcp <arg> [-full_check <arg>] [-quiet] [-verbose]
terminate_runs	Project	Terminate the runs.	terminate_runs [-quiet] [-verbose] <runs>...
tie_unused_pins	Netlist	Tie off unused cell pins.	tie_unused_pins [-of_objects <args>] [-quiet] [-verbose]
undo	GUIControl	Un-do previous command.	undo [-list] [-quiet] [-verbose]
ungroup_bd_cells	IPIntegrator	Move the group of cells inside a hierarchy cell to its parent cell, and then remove the hierarchical cell. The connections between these cells are maintained; the connections between these cells and other cells are maintained through crossing hierarchy cell.	ungroup_bd_cells [-prefix <arg>] [-quiet] [-verbose] [<cells>...]
unhighlight_objects	GUIControl	Unhighlight objects that are currently highlighted.	unhighlight_objects [-color_index <arg>] [-rgb <args>] [-color <arg>] [-leaf_cells] [-quiet] [-verbose] [<objects>]
unmark_objects	GUIControl	Unmark items that are currently marked.	unmark_objects [-color_index <arg>] [-rgb <args>] [-color <arg>] [-quiet] [-verbose] [<objects>]
unplace_cell	Floorplan	Unplace one or more instances. .	unplace_cell [-quiet] [-verbose] <cell_list>...
unregister_proc	Tools	Unregister a previously registered Tcl proc.	unregister_proc [-quiet] [-verbose] <tasknm>
unselect_objects	GUIControl	Unselect items that are currently selected.	unselect_objects [-quiet] [-verbose] [<objects>]
update_bd_boundaries	IPIntegrator	update the boundary of source designs of a specified block design container cell from its active variant source design or a specified design. Otherwise, update the boundary of a block design from another block design provided.	update_bd_boundaries [-from_bd <arg>] [-check_only] [-quiet] [-verbose] [<of_objects>...]
update_calibration_scheme		Updates calibration scheme.	update_calibration_scheme [-quiet] [-verbose]
update_clock_routing	Tools	Update clock routing on global clocks if they are modified after placement.	update_clock_routing [-pin <args>] [-net <args>] [-quiet] [-verbose]
update_compile_order	Project	Updates a fileset compile order and possibly top based on a design graph.	update_compile_order [-force_gui] [-fileset <arg>] [-quiet] [-verbose]
update_design	Project	update the netlist of the current design.	update_design -cells <args> [-strict] [-from_file <arg>] [-from_design <arg>] [-from_cell <arg>] [-black_box] [-buffer_ports] [-quiet] [-verbose]
update_files	Project	Update file(s) in the project based on the file(s) or directory(ies) specified.	update_files [-from_files <args>] [-norecurse] [-to_files <args>] [-filesets <args>] [-force] [-report_only] [-of_objects <args>] [-quiet] [-verbose]
update_hw_firmware	Hardware	Update the SmartLynq firmware image.	update_hw_firmware [-file_path <arg>] [-config_path <arg>] [-skip_update] [-reset] [-format] [-flash] [-flash_only] [-safe_only] [-quiet] [-verbose] [<hw_server>]
update_hw_gpio	Hardware	Update the SmartLynq GPIO PMOD pin values.	update_hw_gpio [-quiet] [-verbose] [<output_enable_mask>] [<output_pin_values>] [<hw_server>]
update_ip_catalog	IPFlow	Update the IP Catalog. Before executing this command optionally use the following to set repository paths:'set_property ip_repo_paths <repo_path_list> [current_fileset]'.	update_ip_catalog [-rebuild] [-add_ip <arg>] [-delete_ip <arg>] [-delete_mult_ip <args>] [-disable_ip <arg>] [-enable_ip <arg>] [-add_interface <arg>] [-create_index] [-repo_path <arg>] [-update_module_ref] [-quiet] [-verbose]
update_macro	XDC	Update a macro.	update_macro [-absolute_grid] [-quiet] [-verbose] <macro> <rlocs>
update_module_reference	IPFlow	Refresh module reference definition and instance(s).	update_module_reference [-quiet] [-verbose] [<ips>...]
update_noc_qos	Tools	Update the NoC solution.	update_noc_qos [-force] [-quiet] [-verbose]
update_sw_parameters	Project	Update the dcp by adding the generated sw param info files to it.	update_sw_parameters [-quiet] [-verbose]
update_timing	Timing	update timing.	update_timing [-full] [-quiet] [-verbose]
upgrade_bd_cells	IPIntegrator	Upgrade configurable IPIntegrator cell(s) to later version.	upgrade_bd_cells [-latest <arg>] [-quiet] [-verbose] <objects>...
upgrade_ip	IPFlow	Upgrade a configurable IP to a later version.	upgrade_ip [-srcset <arg>] [-vlnv <arg>] [-log <arg>] [-quiet] [-verbose] <objects>...
upgrade_project	Project	Upgrade a project from a previous release to use the latest Vivado features.	upgrade_project [-migrate_output_products] [-log <arg>] [-migrate_to_inline_hdl] [-quiet] [-verbose]
upload_hw_ila_data	Hardware	Stop capturing. Upload any captured hardware ILA data.	upload_hw_ila_data [-quiet] [-verbose] [<hw_ilas>...]
validate_bd_design	IPIntegrator	Run Parameter Propagation for specified design or for a specific cell.	validate_bd_design [-force] [-design <arg>] [-include_pfm] [-steps <args>] [-assign_dfx_addressing] [-limit <arg>] [-quiet] [-verbose]
validate_cluster_configurations	cluster_configuration	Validate list of cluster configurations.	validate_cluster_configurations [-no_kill] [-script <arg>] [-quiet] [-verbose] <cluster_configurations>
validate_hw_platform	Vitis, Platform	Validate the specified harware platform.	validate_hw_platform [-verbose] [-quiet] [<file>]
validate_ip	IPFlow	This command applies any pending set_property commands and returns parameter validation messages, if any exist.	validate_ip [-save_ip] [-quiet] [-verbose] [<ips>]
validate_noc	Vivado, Design	Generate the block data model of the design and validate NoC.	validate_noc [-force] [-part <arg>] [-pr_config <arg>] [-quiet] [-verbose] [<fileset>]
verify_hw_devices	Hardware	Verify hardware devices.	verify_hw_devices [-key <arg>] [-user_efuse <arg>] [-control_efuse <arg>] [-security_efuse <arg>] [-readback_pdi <arg>] [-bit_file <arg>] [-mask_file <arg>] [-verbose] [-quiet] [<hw_device>...]
version	Report	Returns the build for Vivado and the build date.	version [-short] [-quiet] [-verbose]
wait_on_hw_ila	Hardware	Wait until all hardware ILA data has been captured.	wait_on_hw_ila [-timeout <arg>] [-quiet] [-verbose] [<hw_ilas>...]
wait_on_hw_sio_scan	Hardware	Wait until hardware SIO scan has completed.	wait_on_hw_sio_scan [-timeout <arg>] [-quiet] [-verbose] <hw_sio_scans>...
wait_on_hw_sio_sweep	Hardware	Wait until hardware SIO sweep has completed.	wait_on_hw_sio_sweep [-timeout <arg>] [-quiet] [-verbose] <hw_sio_sweeps>...
wait_on_runs	Project	Block execution of further Tcl commands until the specified run(s) complete(s).	wait_on_runs [-timeout <arg>] [-exit_condition <arg>] [-quiet] [-verbose] <runs>...
write_abstract_shell	FileIO	Write an abstract shell checkpoint of the current design.	write_abstract_shell -cell <arg> [-force] [-quiet] [-verbose] <file>
write_bd_layout	FileIO	Export layout in native, pdf or svg.	write_bd_layout [-force] [-format <arg>] [-orientation <arg>] [-scope <arg>] [-hierarchy <arg>] [-quiet] [-verbose] <file>
write_bd_tcl	IPIntegrator	Export the current design to a Tcl file on disk.	write_bd_tcl [-force] [-bd_name <arg>] [-no_mig_contents] [-no_ip_version] [-ignore_minor_versions] [-bd_folder <arg>] [-boundary_of <arg>] [-check_ips <arg>] [-hier_blks <arg>] [-include_layout] [-exclude_layout] [-keep_paths_as_is] [-make_local] [-no_project_wrapper] [-exclude_pfm] [-updated_pfm_attrs] [-export_inline_hdl] [-quiet] [-verbose] <tcl_filename>
write_bitstream	FileIO	Write a bitstream for the current design.	write_bitstream [-force] [-verbose] [-raw_bitfile] [-no_binary_bitfile] [-mask_file] [-readback_file] [-logic_location_file] [-bin_file] [-reference_bitfile <arg>] [-cell <arg>] [-no_partial_bitfile] [-quiet] <file>
write_bmm	FileIO	Write a bmm file.	write_bmm [-force] [-quiet] [-verbose] <file>
write_bsdl	FileIO	Generate a design specific post-configuration BSDL file (.bsd).	write_bsdl [-force] [-bsd <arg>] [-quiet] [-verbose] <file>
write_cfgmem	FileIO	Create file(s) for programming flash memory.	write_cfgmem [-force] -format <arg> -size <arg> [-interface <arg>] [-checksum] [-disablebitswap] [-loadbit <arg>] [-loaddata <arg>] [-loadpdi <arg>] [-quiet] [-verbose] <file>
write_checkpoint	FileIO	Write a checkpoint of the current design.	write_checkpoint [-force] [-cell <arg>] [-logic_function_stripped] [-encrypt] [-key <arg>] [-quiet] [-verbose] [<file>]
write_csv	FileIO	Export package pin and port placement information.	write_csv [-force] [-quiet] [-verbose] <file>
write_debug_probes	FileIO, Debug	Write debug probes to a file.	write_debug_probes [-cell <arg>] [-no_partial_ltxfile] [-force] [-quiet] [-verbose] <file>
write_device_image	FileIO	Write programmable device image.	write_device_image [-force] [-verbose] [-raw_partitions] [-mask_file] [-logic_location_file] [-compact_logic_location_file] [-cell <arg>] [-no_pdi] [-no_partial_pdifile] [-save_state] [-quiet] <file>
write_edif	FileIO	Export the current netlist as an EDIF file.	write_edif [-pblocks <args>] [-cell <arg>] [-force] [-security_mode <arg>] [-logic_function_stripped] [-quiet] [-verbose] <file>
write_hw_ila_data	Hardware	Write hardware ILA data to a file.	write_hw_ila_data [-force] [-csv_file] [-vcd_file] [-legacy_csv_file] [-quiet] [-verbose] <file> [<hw_ila_data>] [<hw_ila_data>]
write_hw_platform	Vitis, Platform, FileIO	Write the Xilinx Shell Archive for the current design.	write_hw_platform [-fixed] [-force] [-include_bit] [-include_bin] [-include_sim_content] [-minimal] [-hw] [-hw_emu] [-rp <arg>] [-rm <arg>] [-static] [-quiet] [-verbose] [<file>]
write_hw_platform_metadata	Vitis, Platform, FileIO	Write the unified JSON metadata file for the current design.	write_hw_platform_metadata [-quiet] [-verbose] [<file>]
write_hw_sio_scan	Hardware	Write scan data to a file.	write_hw_sio_scan [-force] [-quiet] [-verbose] <file> <hw_sio_scan>
write_hw_sio_sweep	Hardware	Write sweep data to a directory.	write_hw_sio_sweep [-force] [-quiet] [-verbose] <directory> <hw_sio_sweep>
write_hw_stapl	Hardware	Generate Stapl file.	write_hw_stapl [-force] [-quiet] [-verbose] <file_name>
write_hw_svf	Hardware	Generate SVF file for current_hw_target.	write_hw_svf [-force] [-quiet] [-verbose] <file_name>
write_ibis	FileIO	Write IBIS models for current floorplan.	write_ibis [-force] [-allmodels] [-nopin] [-no_pin_mapping] [-truncate <arg>] [-component_name <arg>] [-ibs <arg>] [-pkg <arg>] [-quiet] [-verbose] <file>
write_inferred_xdc	FileIO, Timing	Write file with inferred xdc timing constraints.	write_inferred_xdc [-force] [-all] [-append] [-async_clocks] [-all_async_reg] [-clock_groups] [-clocks] [-excl_clocks] [-exceptions] [-io_constraints] [-merge_existing_constraints] [-name <arg>] [-quiet] [-verbose] [<file>]
write_ip_tcl	Object, Project, IPFlow	Write a tcl script on disk that will recreate a given IP.	write_ip_tcl [-force] [-no_ip_version] [-ip_name <arg>] [-multiple_files] [-quiet] [-verbose] [<objects>] [<tcl_filename>...]
write_iphys_opt_tcl	Tools	Write iPhysOpt script.	write_iphys_opt_tcl [-place] [-binary] [-quiet] [-verbose] [<output>]
write_mem_info	FileIO	Write the Memory Map Info of the design to a .mmi file.	write_mem_info [-cell <arg>] [-no_partial_mmi] [-force_detect_xpm] [-force] [-quiet] [-verbose] <file>
write_messages	FileIO	Write Vivado messages to the specified file.	write_messages [-severity <args>] [-force] [-message_db <arg>] [-suppression <arg>] [-modified_severity <arg>] [-quiet] [-verbose] [<file>]
write_noc_solution	NOC, FileIO	Writes a NOC solution. The default file extension for NOC solution is .ncr. A block diagram, elaborated, synthesized or implemented design must be open before running this command.	write_noc_solution [-force] [-quiet] [-verbose] [<file>]
write_peripheral	Project, IPFlow, CreatePeripheral	Save peripheral component to the disk.	write_peripheral [-quiet] [-verbose] <peripheral>
write_project_tcl	xilinxtclstore, projutils	(User-written application) Export Tcl script for re-creating the current project.	write_project_tcl [-paths_relative_to <arg>] [-origin_dir_override <arg>] [-ip_repo_path <arg>] [-target_proj_dir <arg>] [-force] [-all_properties] [-no_copy_sources] [-absolute_remote_path] [-no_ip_version] [-absolute_path] [-dump_project_info] [-use_bd_files] [-no_bd_xlnoc] [-internal] [-validate] [-ignore_msg_control_rules] [-quiet] [-ignore_utils] [-verbose] <file>
write_qor_suggestions	FileIO, Feasibility, Timing	Write QoR Suggestions to the given file.	write_qor_suggestions [-strategy_dir <arg>] [-tcl_output_dir <arg>] [-force] [-of_objects <args>] [-disable_dont_touch] [-quiet] [-verbose] <file>
write_schematic	FileIO	Export schematic .	write_schematic [-force] [-format <arg>] [-orientation <arg>] [-scope <arg>] [-name <arg>] [-quiet] [-verbose] <file>
write_sdf	FileIO, Timing	write_sdf command generates flat sdf delay files for event simulation.	write_sdf [-process_corner <arg>] [-cell <arg>] [-filter_cell <arg>] [-rename_top <arg>] [-force] [-mode <arg>] [-gzip] [-multithread <arg>] [-quiet] [-verbose] <file>
write_verilog	FileIO	Export the current netlist in Verilog format.	write_verilog [-cell <arg>] [-mode <arg>] [-lib] [-port_diff_buffers] [-write_all_overrides] [-keep_vcc_gnd] [-rename_top <arg>] [-sdf_anno <arg>] [-sdf_file <arg>] [-force] [-include_xilinx_libs] [-logic_function_stripped] [-skip_clock_attributes] [-quiet] [-verbose] <file>
write_vhdl	FileIO	Export the current netlist in VHDL format.	write_vhdl [-cell <arg>] [-mode <arg>] [-lib] [-port_diff_buffers] [-write_all_overrides] [-keep_vcc_gnd] [-rename_top <arg>] [-arch_only] [-force] [-include_xilinx_libs] [-quiet] [-verbose] <file>
write_waivers	Waiver, Object	Write out one or more DRC/METHODOLOGY/CDC message waivers in command form.	write_waivers [-type <arg>] [-objects <args>] [-return_string] [-force] [-quiet] [-verbose] [<file>]
write_xdc	Timing, FileIO	Writes constraints to a Xilinx Design Constraints (XDC) file. The default file extension for a XDC file is .xdc. .	write_xdc [-no_fixed_only] [-constraints <arg>] [-cell <arg>] [-sdc] [-no_tool_comments] [-force] [-exclude_timing] [-include_noc] [-exclude_physical] [-add_netlist_placement] [-logic_function_stripped] [-type <args>] [-write_id] [-exclude_cells <args>] [-quiet] [-verbose] [<file>]
write_xsim_coverage		Dumps the current coverage database into the disk. A subsequent export_xsim_coverage should generate the corresponding coverage report.	write_xsim_coverage [-cov_db_name <arg>] [-cov_db_dir <arg>] [-quiet] [-verbose]
xsim		Load a simulation snapshot for simulation and return a simulation object.	xsim [-view <args>] [-autoloadwcfg] [-runall] [-R] [-maxdeltaid <arg>] [-nolog] [-maxlogsize <arg>] [-onfinish <arg>] [-onerror <arg>] [-tclbatch <args>] [-t <args>] [-testplusarg <args>] [-vcdfile <arg>] [-vcdunit <arg>] [-wdb <arg>] [-tp] [-tl] [-nosignalhandlers] [-ieeewarnings] [-stats] [-clear_child_on_exit] [-scNoLogFile] [-sv_seed <arg>] [-disable_multi_driver_resolution_scheduling] [-disable_dormant_process_check_opt] [-disable_constraint_preimply_flow] [-disable_circular_dependency_check] [-protoinst <args>] [-cov_db_dir <arg>] [-cov_db_name <arg>] [-ignore_assertions] [-ignore_coverage] [-downgrade_error2info] [-downgrade_error2warning] [-downgrade_fatal2info] [-downgrade_fatal2warning] [-ignore_feature <args>] [-downgrade_severity <args>] [-cosim_hostname <arg>] [-cosim_portno <arg>] [-xsimdir <arg>] [-quiet] [-verbose] <snapshot>
