# generated by tools/extract_ug835.py -- do not edit
# name	categories	summary	syntax
get_pips	Device, Object, XDC	Get a list of pips in the device.	get_pips [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-uphill] [-downhill] [-from <args>] [-to <args>] [-quiet] [-verbose] [<patterns>]
get_pkgpin_bytegroups	Device, XDC, Object	Get a list of package pin byte groups.	get_pkgpin_bytegroups [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_pkgpin_nibbles	Device, XDC, Object	Get a list of pkgpin nibbles.	get_pkgpin_nibbles [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_ports	SDC, XDC, Object	Get a list of ports in the current design.	get_ports [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-match_style <arg>] [-scoped_to_current_instance] [-no_traverse] [-prop_thru_buffers] [-quiet] [-verbose] [<patterns>]
get_power_rails	XDC, Floorplan	Get a list of Power Rails in the current design.	get_power_rails [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_pplocs	Report	Internal TCL task for reporting PPLOCs on pins or nets: (1) -nets option returns PPLOCs on given nets; (2) -pins option returns PPLOCs on given pins; (3) if option -nets and option -pins are both not specificed, it returns all PPLOCs in the design.	get_pplocs -nets <args> -pins <args> [-count] [-unlocked] [-locked] [-level <arg>] [-wire] [-quiet] [-verbose]
get_pr_configurations	Object, Partition	Get a list of partition configurations.	get_pr_configurations [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_primitives	Object	Get a list of available unisim primitives for a part.	get_primitives [-regexp] [-nocase] [-filter <arg>] [-part <arg>] [-retarget] [-macro] [-hierarchy] [-quiet] [-verbose] [<patterns>]
get_projects	Object, Project	Get a list of projects.	get_projects [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_property	Object, PropertyAndParameter, XDC	Get properties of object.	get_property [-min] [-max] [-quiet] [-verbose] <name> <object>
get_qor_checks	Object, Timing	Get a list of available QoR checks.	get_qor_checks [-type <arg>] [-family <arg>] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose]
get_qor_suggestions	Object, Feasibility, Timing	Get a list of available QoR suggestions.	get_qor_suggestions [-filter <arg>] [-quiet] [-verbose] [<IDs>]
get_reconfig_modules	Object, Partition	Get a list of ReconfigModules.	get_reconfig_modules [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_report_configs	Object, Report	Get a list of Configurable Report objects.	get_report_configs [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_runs	Object, Project	Get a list of runs.	get_runs [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_scopes		Get a list of children HDL scopes of a scope.	get_scopes [-filter <arg>] [-regexp] [-nocase] [-r] [-quiet] [-verbose] [<patterns>...]
get_selected_objects	Object, GUIControl	Get selected objects.	get_selected_objects [-primary] [-quiet] [-verbose]
get_sim_versions	ToolLaunch	Get supported version(s) for the specified simulator.	get_sim_versions [-quiet] [-verbose] [<name>]
get_simulators	ToolLaunch	Get registered simulators.	get_simulators [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_site_pins	Device, Object, XDC	Get a list of site_pins.	get_site_pins [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_site_pips	Device, Object, XDC	Get a list of site_pips from the given object.	get_site_pips [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_sites	Device, XDC, Object	Get a list of sites.	get_sites [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-range <args>] [-quiet] [-verbose] [<patterns>]
get_slrs	Device, Object, XDC	Get a list of slrs.	get_slrs [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_speed_models	Device, Object, XDC	Get a list of speed_models in the device.	get_speed_models [-of_objects <args>] [-regexp] [-nocase] [-patterns <arg>] [-filter <arg>] [-speed_pattern <arg>] [-quiet] [-verbose]
get_stacks		Get list of processes in a design, which are waiting inside a subprogram.	get_stacks [-of_instance <arg>] [-quiet] [-verbose]
get_template_bd_designs	IPIntegrator	Get a list of IPI example designs.	get_template_bd_designs [-quiet] [-verbose]
get_tiles	Device, Object, XDC	Get a list of tiles.	get_tiles [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_timing_arcs	XDC, Object, Timing	Get a list of timing arcs.	get_timing_arcs [-from <args>] [-to <args>] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose]
get_timing_paths	Object, Timing	Get timing paths.	get_timing_paths [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-through <args>] [-rise_through <args>] [-fall_through <args>] [-delay_type <arg>] [-setup] [-hold] [-max_paths <arg>] [-nworst <arg>] [-unique_pins] [-slack_lesser_than <arg>] [-slack_greater_than <arg>] [-group <args>] [-no_report_unconstrained] [-user_ignored] [-routable_nets] [-inter_slr <arg>] [-sort_by <arg>] [-filter <arg>] [-regexp] [-nocase] [-cell <args>] [-quiet] [-verbose]
get_value		Get current value of the selected HDL object (variable, signal, wire, reg).	get_value [-radix <arg>] [-quiet] [-verbose] <hdl_object>
get_vivado_tier		Get the current Vivado license tier. Returns tier name (GOLD, ENTERPRISE, PRO, ALVEO, CORE, or BASIC).	get_vivado_tier [-quiet] [-verbose]
get_waivers	Waiver, Object	Get one or more DRC/METHODOLOGY/CDC/LINT message waivers.	get_waivers [-type <arg>] [-id <arg>] [-of_objects <args>] [-regexp] [-filter <arg>] [-nocase] [-quiet] [-verbose] [<patterns>]
get_wave_configs	Waveform	Gets the wave configs that match the given options.	get_wave_configs [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>...]
get_waves	Waveform	Gets wave objects from a wave configuration.	get_waves [-of <args>] [-regexp] [-nocase] [-filter <arg>] [-recursive] [-r] [-long_name] [-short_name] [-quiet] [-verbose] <patterns>...
get_wires	Device, Object, XDC	Get a list of wires.	get_wires [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-uphill] [-downhill] [-from <args>] [-to <args>] [-quiet] [-verbose] [<patterns>]
group_bd_cells	IPIntegrator	Create a hierarchical cell, and then move the group of cells into the hierarchy cell. The connections between these cells are maintained; the connections between these cells and other cells are maintained through crossing hierarchy cell.	group_bd_cells [-prefix <arg>] [-quiet] [-verbose] [<target_cell_name>] [<cells>...]
group_path	SDC, XDC	Groups paths for cost function calculations.	group_path [-name <args>] [-weight <arg>] [-default] [-from <args>] [-to <args>] [-through <args>] [-quiet] [-verbose]
has_dedicated_connection		checks dedicated connectivity .	has_dedicated_connection [-of_objects <args>] [-quiet] [-verbose]
help	Project	Display help for one or more topics.	help [-category <arg>] [-args] [-syntax] [-long] [-prop <arg>] [-class <arg>] [-message <arg>] [-quiet] [-verbose] [<pattern_or_object>]
highlight_objects	GUIControl	Highlight objects in different colors.	highlight_objects [-color_index <arg>] [-rgb <args>] [-color <arg>] [-leaf_cells] [-quiet] [-verbose] <objects>
implement_debug_core	Debug	Implement debug core.	implement_debug_core [-quiet] [-verbose] [<cores>...]
implement_mig_cores	Memory	Call IP Services to regenerate an IP, then stitch it into the current netlist.	implement_mig_cores [-output_dir <arg>] [-rtl_only] [-force] [-debug_output] [-quiet] [-verbose]
implement_xphy_cores		Call IP Services to regenerate an IP, then stitch it into the current netlist.	implement_xphy_cores [-output_dir <arg>] [-rtl_only] [-force] [-debug_output] [-update_delay_value_only] [-quiet] [-verbose]
implement_xpm_cores	XPM	Call IP Services to regenerate an XPMs, then stitch it into the current netlist.	implement_xpm_cores -cells <args> [-param_list <arg>] [-connectivity <arg>] [-output_dir <arg>] [-quiet] [-verbose]
import_files	Project	Import files and/or directories into the active fileset.	import_files [-fileset <arg>] [-force] [-of_objects <args>] [-norecurse] [-flat] [-relative_to <arg>] [-quiet] [-verbose] [<files>...]
import_ip	Project, IPFlow	Import an IP file and add it to the fileset.	import_ip [-srcset <arg>] [-name <arg>] [-quiet] [-verbose] [<files>]
import_synplify	Project	Imports the given Synplify project file.	import_synplify [-copy_sources] [-quiet] [-verbose] <file>
include_bd_addr_seg	IPIntegrator	include segment from an address space.	include_bd_addr_seg [-quiet] [-verbose] [<segment_to_include>]
infer_diff_pairs	FileIO	Infer differential pairs, typically for ports just imported from a CSV or XDC file.	infer_diff_pairs [-file_type <arg>] [-quiet] [-verbose] [<file>...]
instantiate_example_design	IPIntegrator	Creates an example design from a predefined template in an open project.	instantiate_example_design [-design <arg>] [-hier <arg>] [-project <arg>] [-project_location <arg>] [-options <args>] [-quiet] [-verbose] <template>
instantiate_template_bd_design	IPIntegrator	Creates a block design in IP integrator from a predefined template.	instantiate_template_bd_design -design <arg> [-hier <arg>] [-options <args>] [-quiet] [-verbose] <template>
iphys_opt_design	Tools	Interactive phys_opt_design.	iphys_opt_design [-fanout_opt] [-critical_cell_opt] [-replicate_cell] [-reconnect] [-placement_opt] [-forward_retime] [-backward_retime] [-net <arg>] -cluster <args> -place_cell <args> [-dsp_register_opt] [-bram_register_opt] [-uram_register_opt] [-shift_register_opt] [-cell <arg>] [-packing] [-unpacking] [-port <arg>] [-critical_pin_opt] [-restruct_opt] [-equ_drivers_opt] [-skipped_optimization] [-create_bufg] [-insert_negative_edge_ffs] [-hold_fix] [-slr_crossing_opt] [-shift_register_to_pipeline] [-auto_pipeline] [-pipeline_to_shift_register] [-control_set_opt] [-memory_rewire_opt] [-quiet] [-verbose]
launch_chipscope_analyzer	ToolLaunch	Issues an error that you can not run this command.	launch_chipscope_analyzer [-run <arg>] [-csproject <arg>] [-quiet] [-verbose]
launch_impact	ToolLaunch	Issues an error that you can not run this command.	launch_impact [-run <arg>] [-ipf <arg>] [-quiet] [-verbose]
launch_runs	Project	Launch a set of runs.	launch_runs [-jobs <arg>] [-scripts_only] [-lsf <arg>] [-sge <arg>] [-cluster_configuration <arg>] [-dir <arg>] [-to_step <arg>] [-next_step] [-host <args>] [-remote_cmd <arg>] [-email_to <args>] [-email_all] [-pre_launch_script <arg>] [-post_launch_script <arg>] [-custom_script <arg>] [-force] [-quiet] [-verbose] <runs>...
launch_simulation	ToolLaunch	Generate simulation scripts of the design and launch steps for the target simulator.	launch_simulation [-step <arg>] [-simset <arg>] [-mode <arg>] [-type <arg>] [-scripts_only] [-gui] [-exec] [-of_objects <args>] [-absolute_path] [-install_path <arg>] [-gcc_install_path <arg>] [-noclean_dir] [-quiet] [-verbose]
limit_vcd		Limit the maximum size of the VCD file on disk (equivalent of $dumplimit verilog task).	limit_vcd [-ports] [-file <arg>] [-quiet] [-verbose] <filesize>
link_design	Tools	Open a netlist design.	link_design [-name <arg>] [-part <arg>] [-constrset <arg>] [-top <arg>] [-mode <arg>] [-pr_config <arg>] [-reconfig_partitions <args>] [-partitions <args>] [-ignore_timing] [-quiet] [-verbose]
list_board_parameters	Object, Board	Get the list of parameters supported by board.xml file.	list_board_parameters [-quiet] [-verbose]
list_features	Tools	List available features.	list_features [-quiet] [-verbose]
list_hw_samples	Hardware, Object	Return probe sample values.	list_hw_samples [-quiet] [-verbose] [<hw_probe>]
list_param	PropertyAndParameter	Get all parameter names.	list_param [-quiet] [-verbose]
list_property	Object, PropertyAndParameter	List properties of object.	list_property [-class <arg>] [-regexp] [-quiet] [-verbose] [<object>] [<pattern>]
list_property_value	Object, PropertyAndParameter	List legal property values of object.	list_property_value [-default] [-class <arg>] [-quiet] [-verbose] <name> [<object>]
list_targets	Project	List applicable targets for the specified source.	list_targets [-quiet] [-verbose] <files>
load_core_init	Object	Load parts, drc checks and init scripts.	load_core_init [-quiet] [-verbose]
load_features	Tools	Load Tcl commands for a specified feature.	load_features [-quiet] [-verbose] [<features>...]
lock_design	Project	Locks or unlocks netlist, placement or routing of a design. The 'lock/unlock' will only applied on physically placed cells and routed nets.	lock_design [-level <arg>] [-unlock] [-export] [-quiet] [-verbose] [<cell>]
log_saif		Log Switching Activity Interchange Format (SAIF) toggle for specified wire, signal, or reg.	log_saif [-quiet] [-verbose] <hdl_objects>...
log_vcd		Log Value Change Dump (VCD) simulation output for specified wire, signal, or reg.	log_vcd [-ports] [-file <arg>] [-level <arg>] [-include_systemc] [-quiet] [-verbose] [<hdl_objects>...]
log_wave		Log simulation output for specified wire, signal, or reg for viewing using Vivado Simulators waveform viewer. Unlike add_wave, this command does not add the waveform object to waveform viewer (i.e. Waveform Configuration). It simply enables logging of output to the Vivado Simulators Waveform Database (WDB).	log_wave [-recursive] [-r] [-verbose] [-v] [-quiet] <hdl_objects>...
ltrace		Turns on or off printing of file name and line number of the hdl statement being simulated.	ltrace [-quiet] [-verbose] <value>
make_bd_intf_pins_external	IPIntegrator	Create external port for the corresponding interface pins. If a cell is specified, create external interface ports for all unconnected interface pins.	make_bd_intf_pins_external [-quiet] [-verbose] <objects>...
make_bd_pins_external	IPIntegrator	Create external port for the corresponding pin. If a cell is specified, create external ports for all unconnected pins.	make_bd_pins_external [-quiet] [-verbose] <objects>...
make_diff_pair_ports	XDC, PinPlanning	Make differential pair for 2 ports.	make_diff_pair_ports [-quiet] [-verbose] <ports>...
make_wrapper	Project, SysGen	Generate HDL wrapper for the specified source.	make_wrapper [-top] [-testbench] [-inst_template] [-language <arg>] [-fileset <arg>] [-add] [-import] [-force] [-quiet] [-verbose] <files>
mark_objects	GUIControl	Mark objects in GUI.	mark_objects [-color_index <arg>] [-rgb <args>] [-color <arg>] [-quiet] [-verbose] <objects>
modify_debug_ports	Debug	Modify routed probe connections to debug cores.	modify_debug_ports [-probes <args>] [-quiet] [-verbose]
move_bd_cells	IPIntegrator	Move cells into a hierarchy cell. The connections between these cells are maintained; the connections between these cells and other cells are maintained through crossing hierarchy cell.	move_bd_cells [-prefix <arg>] [-quiet] [-verbose] [<parent_cell>] [<cells>...]
move_dashboard_gadget	Project	Reposition the Gadget for Project summary dashboard.	move_dashboard_gadget -name <arg> -row <arg> -col <arg> [-dashboard <arg>] [-quiet] [-verbose]
move_files	Project	Moves the files from one fileset to another while maintaining all of their original properties.	move_files [-fileset <arg>] [-of_objects <args>] [-quiet] [-verbose] [<files>...]
move_wave	Waveform	Moves wave objects from their current position to the specified position in the wave configuration.	move_wave [-into <args>] [-at_wave <args>] [-after_wave <args>] [-before_wave <args>] [-quiet] [-verbose] <items>...
open_bd_design	IPIntegrator	Open an existing IP subsystem design from disk file.	open_bd_design [-quiet] [-verbose] <name>
open_checkpoint	Project	Open a design checkpoint in a new project.	open_checkpoint [-part <arg>] [-ignore_timing] [-quiet] [-verbose] <file>
open_example_project	Project, IPFlow	Open the example project for the indicated IP.	open_example_project [-dir <arg>] [-rename_bdcell <arg>] [-force] [-in_process] [-quiet] [-verbose] <objects>...
open_hw_manager	Hardware	Open the hardware tool.	open_hw_manager [-quiet] [-verbose]
open_hw_platform	Vitis, Platform, FileIO	Open the Xilinx Shell Archive.	open_hw_platform [-no_auto_upgrade] [-quiet] [-verbose] [<file>]
open_hw_target	Hardware	Open a connection to a hardware target on the hardware server.	open_hw_target [-jtag_mode <arg>] [-xvc_url <arg>] [-auto_calibrate] [-quiet] [-verbose] [<hw_target>]
open_io_design	Project	Open an IO design.	open_io_design [-name <arg>] [-part <arg>] [-constrset <arg>] [-quiet] [-verbose]
open_project	Project	Open a Vivado project file (.xpr).	open_project [-part <arg>] [-read_only] [-quiet] [-verbose] <file>
open_report	Report	Open report from .rpx file.	open_report [-file <arg>] [-append] [-console] [-name <arg>] [-return_string] [-quiet] [-verbose] <rpx>
open_run	Project	Open a run into a netlist or implementation design.	open_run [-name <arg>] [-pr_config <arg>] [-quiet] [-verbose] <run>
open_saif		Open file for storing signal switching rate for power estimation. The switching rate is written out in Switching Activity Interchange Format (SAIF) Only one SAIF is allowed to be open per simulation run.	open_saif [-quiet] [-verbose] <file_name>
open_vcd		Open a Value Change Dump (VCD) file for capturing simulation output. This Tcl command models behavior of $dumpfile Verilog system task .	open_vcd [-ports] [-quiet] [-verbose] [<file>]
open_wave_config	Waveform	Open a wave config.	open_wave_config [-quiet] [-verbose] [<filename>]
open_wave_database		Open Waveform Database (WDB) file produced by a prior simulation run and return a simulation object.	open_wave_database [-noautoloadwcfg] [-protoinst <args>] [-quiet] [-verbose] <wdb>
opt_design	Tools	Optimize the current netlist. This will perform the retarget, propconst, sweep and bram_power_opt optimizations by default.	opt_design [-retarget] [-propconst] [-sweep] [-bram_power_opt] [-remap] [-aggressive_remap] [-resynth_remap] [-resynth_area] [-resynth_seq_area] [-directive <arg>] [-muxf_remap] [-hier_fanout_limit <arg>] [-bufg_opt] [-mbufg_opt] [-shift_register_opt] [-dsp_register_opt] [-srl_remap_modes <arg>] [-control_set_merge] [-control_set_opt] [-merge_equivalent_drivers] [-carry_remap] [-memory_opt] [-property_opt_only] [-quiet] [-verbose]
pause_hw_hbm_amon	Hardware	Pause Activity Monitor runs for the specified hardware HBM(s).	pause_hw_hbm_amon [-quiet] [-verbose] <hw_objects>
phys_opt_design	Tools	Optimize the current placed netlist.	phys_opt_design [-fanout_opt] [-placement_opt] [-routing_opt] [-slr_crossing_opt] [-insert_negative_edge_ffs] [-restruct_opt] [-interconnect_retime] [-lut_opt] [-casc_opt] [-cell_group_opt] [-equ_drivers_opt] [-critical_cell_opt] [-dsp_register_opt] [-bram_register_opt] [-uram_register_opt] [-bram_enable_opt] [-shift_register_opt] [-hold_fix] [-aggressive_hold_fix] [-retime] [-force_replication_on_nets <args>] [-directive <arg>] [-critical_pin_opt] [-clock_opt] [-path_groups <args>] [-tns_cleanup] [-sll_reg_hold_fix] [-memory_rewire_opt] [-quiet] [-verbose]
place_cell	Floorplan	Move or place one or more instances to new locations. Sites and cells are required to be listed in the right order and there should be same number of sites as number of cells. .	place_cell [-quiet] [-verbose] <cell_site_list>...
place_design	Tools	Automatically place ports and leaf-level instances.	place_design [-directive <arg>] [-subdirective <args>] [-no_timing_driven] [-eco] [-timing_summary] [-unplace] [-post_place_opt] [-no_psip] [-psip_options <args>] [-sll_align_opt] [-clock_vtree_type <arg>] [-no_bufg_opt] [-ultrathreads] [-no_noc_opt] [-net_delay_weight <arg>] [-quiet] [-verbose]
place_ports	PinPlanning	Automatically place a set of ports.	place_ports [-skip_unconnected_ports] [-check_only] [-iobank <args>] [-quiet] [-verbose] [<ports>...]
platform_verify		TCL task to verify platform by comparing files at the bit level.	platform_verify -reference <arg> [-untrusted <arg>] [-in_memory] [-cell <arg>] [-quiet] [-verbose]
power_opt_design	Power	Optimize dynamic power using intelligent clock gating.	power_opt_design [-quiet] [-verbose]
pr_recombine	FileIO	Re-establish a parent cell as a Reconfigurable Partition while removing a lower-level Reconfigurable Partition when using the Hierarchical Dynamic Function eXchange solution.	pr_recombine [-cell <arg>] [-quiet] [-verbose]
pr_subdivide	FileIO	Subdivide a Reconfigurable Partition into one or more lower-level Reconfigurable Partitions when using the Hierarchical Dynamic Function eXchange solution.	pr_subdivide [-cell <arg>] [-subcells <arg>] [-quiet] [-verbose] [<from_dcp>]
pr_verify	FileIO	Verify whether the design check points are replaceable on board. This command supports these formats: (1) 'pr_verify DCP1 DCP2 -full_check'; (2) 'pr_verify -initial DCP1 -additional {DCP2 DCP3 DCP4 ...}'; (3) 'pr_verify -in_memory -additional {DCP2 DCP3 ...}'; For format (3), it must have an in-memory design opened.	pr_verify [-full_check] [-file <arg>] [-initial <arg>] [-additional <arg>] [-in_memory] [-segcfg_only] [-quiet] [-verbose] [<file1>] [<file2>]
program_hw_cfgmem	Hardware	Program Cfgmem object.	program_hw_cfgmem [-svf_file <arg>] [-force] [-append] [-quiet] [-verbose] [<hw_cfgmem>...]
program_hw_devices	Hardware	Program hardware devices.	program_hw_devices [-key <arg>] [-clear] [-skip_program_keys] [-skip_program_rsa] [-user_efuse <arg>] [-user_efuse_128 <arg>] [-control_efuse <arg>] [-security_efuse <arg>] [-only_export_efuse] [-svf_file <arg>] [-efuse_export_file <arg>] [-disable_eos_check] [-skip_reset] [-force] [-append] [-type <arg>] [-mpsoc_reset <arg>] [-controls_efuse <arg>] [-efuse_json <arg>] [-select_efuse <arg>] [-freq_efuse <arg>] [-verbose] [-finalize_efuse] [-quiet] [<hw_device>...]
ptrace		Turns on or off printing of name of the hdl process being simulated.	ptrace [-quiet] [-verbose] <value>
read_bd	FileIO, IPIntegrator	Read one or more IPIntegrator design files.	read_bd [-quiet] [-verbose] <files>...
read_checkpoint	FileIO	Read a design checkpoint.	read_checkpoint [-cell <arg>] [-incremental] [-directive <arg>] [-auto_incremental] [-fix_objects <args>] [-dcp_cell_list <args>] [-force_incr] [-quiet] [-verbose] [<file>]
read_csv	FileIO	Import package pin and port placement information.	read_csv [-quiet_diff_pairs] [-quiet] [-verbose] <file>
read_edif	FileIO	Read one or more EDIF or NGC files.	read_edif [-quiet] [-verbose] <files>
read_hw_ila_data	Hardware	Read hardware ILA data from a file.	read_hw_ila_data [-quiet] [-verbose] <file>
read_hw_sio_scan	Hardware	Read hardware SIO scan data from a file. A hardware SIO scan object will be created if not provided.	read_hw_sio_scan [-quiet] [-verbose] <file> [<hw_sio_scan>]
read_hw_sio_sweep	Hardware	Read hardware SIO sweep data from a directory. A hardware SIO sweep object will be created if not provided.	read_hw_sio_sweep [-quiet] [-verbose] <directory> [<hw_sio_sweep>]
read_ip	FileIO, IPFlow	Read one or more IP files.	read_ip [-quiet] [-verbose] <files>
read_iphys_opt_tcl	Tools	load iPhysOpt script and run it.	read_iphys_opt_tcl [-fanout_opt] [-critical_cell_opt] [-replicate_cell] [-reconnect] [-placement_opt] [-forward_retime] [-backward_retime] [-dsp_register_opt] [-bram_register_opt] [-uram_register_opt] [-shift_register_opt] [-shift_register_to_pipeline] [-auto_pipeline] [-pipeline_to_shift_register] [-control_set_opt] [-critical_pin_opt] [-restruct_opt] [-equ_drivers_opt] [-include_skipped_optimizations] [-create_bufg] [-insert_negative_edge_ffs] [-hold_fix] [-slr_crossing_opt] [-memory_rewire_opt] [-quiet] [-verbose] [<input>]
read_mem	FileIO	Read one or more data files (.mem .mif .dat).	read_mem [-quiet] [-verbose] <files>...
read_noc_solution	NOC, FileIO	Reads a NOC solution file. A block diagram, elaborated, synthesized or implemented design must be open before running this command.	read_noc_solution [-no_update] [-quiet] [-verbose] [<file>]
read_qor_suggestions	FileIO, Feasibility, Timing	Read QoR Suggestions from the given file.	read_qor_suggestions [-quiet] [-verbose] <file>
read_saif	FileIO, Power	Import simulation data in saif format.	read_saif [-strip_path <arg>] [-no_strip] [-out_file <arg>] [-quiet] [-verbose] <file>
read_schematic	FileIO	Import schematic .	read_schematic [-name <arg>] [-quiet] [-verbose] <file>
read_twx	FileIO	Read timing results from Trace STA tool.	read_twx [-cell <arg>] [-pblock <arg>] [-quiet] [-verbose] <name> <file>
read_verilog	FileIO	Read one or more Verilog files.	read_verilog [-library <arg>] [-sv] [-quiet] [-verbose] <files>...
read_vhdl	FileIO	Read one or more VHDL files.	read_vhdl -library <arg> [-vhdl2008] [-vhdl2019] [-quiet] [-verbose] <files>
read_xdc	FileIO	read physical and timing constraints from one of more files.	read_xdc [-cells <args>] [-ref <arg>] [-quiet_diff_pairs] [-mode <arg>] [-unmanaged] [-no_add] [-quiet] [-verbose] <files>
readback_hw_cfgmem	Hardware	Readback data from the hw_cfgmem object.	readback_hw_cfgmem [-checksum] [-force] [-all] [-offset <arg>] -file <arg> [-format <arg>] [-datacount <arg>] [-quiet] [-verbose] [<hw_cfgmem>...]
readback_hw_device	Hardware	Readback hardware devices.	readback_hw_device [-force] [-capture] [-readback_file <arg>] [-bin_file <arg>] [-readback_pdi <arg>] [-quiet] [-verbose] [<hw_device>...]
redo	GUIControl	Re-do previous command.	redo [-list] [-quiet] [-verbose]
refresh_design	Project	Refresh the current design.	refresh_design [-part <arg>] [-quiet] [-verbose]
refresh_hw_axi	Hardware	Refresh hardware AXI object status.	refresh_hw_axi [-quiet] [-verbose] [<hw_axis>...]
refresh_hw_ddrmc	Hardware	Refresh the status of the current hardware object. Inputs need to be any DDRMC object. At least one object is required. If properties are specified, but do not exist in the object, those properties will not be refreshed.	refresh_hw_ddrmc [-regexp] [-properties <args>] [-quiet] [-verbose] <hw_objects>
refresh_hw_device	Hardware	Refresh a hardware device. Read device and core information from device.	refresh_hw_device [-update_hw_probes <arg>] [-disable_done_check] [-force_poll] [-quiet] [-verbose] [<hw_device>]
refresh_hw_hbm	Hardware	Refresh the status of the current hardware object. Inputs can be HBM or device hardware object. At least one object is required. If properties are specified that do not exist in the object, that property will not be refreshed.	refresh_hw_hbm [-regexp] [-properties <args>] [-quiet] [-verbose] <hw_objects>
refresh_hw_hbmmc	Hardware	Refresh the status of the current hardware object. Inputs can be HBMMC, HBM, or device hardware object. At least one object is required. If properties are specified that do not exist in the object, that property will not be refreshed.	refresh_hw_hbmmc [-regexp] [-properties <args>] [-quiet] [-verbose] <hw_objects>
refresh_hw_mig	Hardware	Refresh the status of the current hardware object. Inputs can be any mig, device, target, or server hardware object. At least one object is required. If properties are specified that do not exist in the object, that property will not be refreshed.	refresh_hw_mig [-regexp] [-properties <args>] [-quiet] [-verbose] <hw_objects>
refresh_hw_pcie	Hardware	Refresh the PCIe core properties, by reading from HW.	refresh_hw_pcie [-quiet] [-verbose] <hw_pcie>
refresh_hw_server	Hardware	Refresh a connection to a hardware server.	refresh_hw_server [-force_poll] [-quiet] [-verbose] [<hw_server>]
refresh_hw_sio	Hardware	Refresh the status of the specified hardware objects. Inputs can be any serial I/O (except scan and sweep), device, target, or server hardware object. At least one object is required. If properties are specified that do not exist in the object, that property will not be refreshed.	refresh_hw_sio [-regexp] [-properties <args>] [-quiet] [-verbose] <hw_objects>
refresh_hw_softmc	Hardware	Refresh the status of the current hardware object. Inputs need to be any Soft MC object. At least one object is required. If properties are specified, but do not exist in the object, those properties will not be refreshed.	refresh_hw_softmc [-regexp] [-properties <args>] [-quiet] [-verbose] <hw_objects>
refresh_hw_sysmon	Hardware	Refresh the status of the current hardware object. Inputs can be hw_server, hw_target, hw_device or hw_sysmon objects. At least one object is required. If properties are specified that do not exist in the object, that property will not be refreshed.	refresh_hw_sysmon [-regexp] [-properties <args>] [-quiet] [-verbose] <hw_objects>
refresh_hw_target	Hardware	Refresh a hardware target.	refresh_hw_target [-force_poll] [-quiet] [-verbose] [<hw_target>]
refresh_hw_vio	Hardware	Update hardware probe INPUT_VALUE and ACTIVITY_VALUE properties with values read from hardware VIO core(s).	refresh_hw_vio [-update_output_values] [-quiet] [-verbose] <hw_vios>...
refresh_meminit	FileIO, Project	Update and initialize the BRAM initialization strings with contents of elf files.	refresh_meminit [-quiet] [-verbose]
regenerate_bd_layout	IPIntegrator	Regenerate layout.	regenerate_bd_layout [-hierarchy <arg>] [-layout_file <arg>] [-routing] [-quiet] [-verbose]
register_proc	Tools	Register a Tcl proc with Vivado.	register_proc [-quiet] [-verbose] <proc> [<tasknm>]
reimport_files	Project	Reimport files when they are found out-of-date.	reimport_files [-force] [-quiet] [-verbose] [<files>...]
relaunch_sim		Recompile the design without changing compilation options and restart the current simulation.	relaunch_sim [-quiet] [-verbose]
remove_bps		Remove breakpoints from a simulation.	remove_bps [-all] [-file <arg>] [-line <arg>] [-quiet] [-verbose] [<BreakPointObjsOrIds>...]
remove_cell	Netlist	Remove cells from the current design.	remove_cell [-quiet] [-verbose] <cells>...
remove_cells_from_pblock	Floorplan, XDC	Remove cells from a Pblock.	remove_cells_from_pblock [-quiet] [-verbose] <pblock> <cells>...
